[INFO ] 2025-06-29 04:14:16,451 [main]  com.oltpbenchmark.ThreadBench runRateLimitedMultiPhase - TERMINATE :: Waiting for all terminals to finish ..
[INFO ] 2025-06-29 04:14:16,666 [Thread-2076]  com.oltpbenchmark.ThreadBench run - Starting WatchDogThread
[INFO ] 2025-06-29 04:14:21,047 [main]  com.oltpbenchmark.DBWorkload runWorkload - ======================================================================
[INFO ] 2025-06-29 04:14:21,047 [main]  com.oltpbenchmark.DBWorkload runWorkload - Rate limited reqs/s: Results(state=EXIT, nanoSeconds=3600000000012, measuredRequests=21259744) = 5905.484444424759 requests/sec (throughput), 6428.25027775635 requests/sec (goodput)
[INFO ] 2025-06-29 04:14:21,078 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output Raw data into file: tpcc_2025-06-29_04-14-21.raw.csv
[INFO ] 2025-06-29 04:14:36,675 [Thread-2076]  com.oltpbenchmark.ThreadBench run - Worker Thread Status:


[INFO ] 2025-06-29 04:14:36,984 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output samples into file: tpcc_2025-06-29_04-14-21.samples.csv
[INFO ] 2025-06-29 04:14:37,642 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output summary data into file: tpcc_2025-06-29_04-14-21.summary.json
[INFO ] 2025-06-29 04:14:37,647 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output DBMS parameters into file: tpcc_2025-06-29_04-14-21.params.json
[INFO ] 2025-06-29 04:14:37,651 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output DBMS metrics into file: tpcc_2025-06-29_04-14-21.metrics.json
[INFO ] 2025-06-29 04:14:37,653 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output benchmark config into file: tpcc_2025-06-29_04-14-21.config.xml
[INFO ] 2025-06-29 04:14:37,674 [main]  com.oltpbenchmark.DBWorkload writeOutputs - Output results into file: tpcc_2025-06-29_04-14-21.results.csv with window size 5
[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - ======================================================================
[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - Workload Histograms:

Completed Transactions:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [10396495] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Payment/02                          [10033542] *****************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.OrderStatus/03                      [  932932] *******
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [  844793] ******
com.oltpbenchmark.benchmarks.tpcc.procedures.StockLevel/05                       [  933939] *******

Aborted Transactions:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [104849] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [ 87491] ******************************************************************

Rejected Transactions (Server Retry):
<EMPTY>

Rejected Transactions (Retry Different):
<EMPTY>

Unexpected SQL Errors:
com.oltpbenchmark.benchmarks.tpcc.procedures.NewOrder/01                         [ 519] **************
com.oltpbenchmark.benchmarks.tpcc.procedures.Payment/02                          [2914] ********************************************************************************
com.oltpbenchmark.benchmarks.tpcc.procedures.Delivery/04                         [2214] ************************************************************

Unknown Status Transactions:
<EMPTY>


[INFO ] 2025-06-29 04:14:40,487 [main]  com.oltpbenchmark.DBWorkload writeHistograms - ======================================================================
[1]+  완료                  nohup ./run_tpcc.sh > tmp2 1>&1
minsky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ ^C





insky@minsky-MS-7E13:~/benchbase/target/benchbase-mariadb$ cat results/tpcc_2025-06-29_04-14-21.results.csv
Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
5200	28	2402	1063802915	50497240	143160	735667	780	
5250	28	2402	1063802915	50497240	143160	735667	780	
5300	28	2402	1063802915	50497240	143160	735667	780	
5350	28	2402	1063802915	50497240	143160	735667	780	
5400	28	2402	1063802915	50497240	143160	735667	780	
5450	28	2402	1063802915	50497240	143160	735667	780	
5500	28	2402	1063802915	50497240	143160	735667	780	
5550	28	2402	1063802915	50497240	143160	735667	780	
5600	28	2402	1063802915	50497240	143160	735667	780	
5650	28	2402	1063802915	50497240	143160	735667	780	
5700	28	2402	1063802915	50497240	143160	735667	780	
5750	28	2402	1063802915	50497240	143160	735667	780	
5800	28	2402	1063802915	50497240	143160	735667	780	
5850	28	2402	1063802915	50497240	143160	735667	780	
5900	28	2402	1063802915	50497240	143160	735667	780	
5950	28	2402	1063802915	50497240	143160	735667	780	
6000	28	2402	1063802915	50497240	143160	735667	780	
6050	28	2402	1063802915	50497240	143160	735667	780	
6100	28	2402	1063802915	50497240	143160	735667	780	
6150	28	2402	1063802915	50497240	143160	735667	780	
6200	28	2402	1063802915	50497240	143160	735667	780	
6250	28	2402	1063802915	50497240	143160	735667	780	
6300	28	2402	1063802915	50497240	143160	735667	780	
2025-06-29  7:07:20 138527565813312 [Note] /home/minsky/mariadb-10.2/sql/mysqld (initiated by: root[root] @ localhost []): Normal shutdown
2025-06-29  7:07:20 138527565813312 [Note] Event Scheduler: Purging the queue. 0 events
2025-06-29  7:07:20 138531247830592 [Note] InnoDB: FTS optimize thread exiting.
2025-06-29  7:07:20 138527565813312 [Note] InnoDB: Starting shutdown...
2025-06-29  7:07:20 138531007620672 [Note] InnoDB: Dumping buffer pool(s) to /home/minsky/mariadb-10.2/mysql-test/var/install.db/ib_buffer_pool
2025-06-29  7:07:20 138531007620672 [Note] InnoDB: Buffer pool(s) dump completed at 250629  7:07:20
15400	28	2402	1063802915	50497240	143160	735667	780	
2025-06-29  7:07:22 138527565813312 [Note] InnoDB: Removed temporary tablespace data file: "ibtmp1"
2025-06-29  7:07:22 138527565813312 [Note] InnoDB: Shutdown completed; log sequence number 1628712
@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@

** Compaction Stats [default] **
Level    Files   Size     Score Read(GB)  Rn(GB) Rnp1(GB) Write(GB) Wnew(GB) Moved(GB) W-Amp Rd(MB/s) Wr(MB/s) Comp(sec) CompMergeCPU(sec) Comp(cnt) Avg(sec) KeyIn KeyDrop Rblob(GB) Wblob(GB)
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  L0      1/0   29.77 MB   0.2      0.0     0.0      0.0      80.5     80.5       0.0   1.0      0.0    126.7    650.68            218.87      1589    0.409       0      0       0.0       0.0
  L1      4/0   231.67 MB   0.9    154.9    80.5     74.4     146.4     72.0       0.0   1.8    135.9    128.4   1167.29            740.67       245    4.764   1469M    38M       0.0       0.0
  L2     47/0    2.47 GB   1.0    202.5    65.2    137.3     194.4     57.1       6.6   3.0     42.2     40.5   4915.95            895.94      1061    4.633   1753M    24M       0.0       0.0
  L3    439/0   24.97 GB   1.0    261.5    54.7    206.7     243.1     36.4       6.5   4.4     41.6     38.7   6434.64           1035.51      1054    6.105   1869M    30M       0.0       0.0
  L4    315/0   17.98 GB   0.1      2.2     0.1      2.2       2.2      0.1      17.9  35.5     21.3     21.3    107.47             13.79        37    2.905     27M      0       0.0       0.0
 Sum    806/0   45.67 GB   0.0    621.1   200.5    420.6     666.8    246.1      31.1   8.3     47.9     51.4  13276.02           2904.79      3986    3.331   5121M    92M       0.0       0.0
 Int      0/0    0.00 KB   0.0      0.0     0.0      0.0       0.0      0.0       0.0   1.0      0.0    344.1      0.09              0.06         1    0.087       0      0       0.0       0.0

** Compaction Stats [default] **
Priority    Files   Size     Score Read(GB)  Rn(GB) Rnp1(GB) Write(GB) Wnew(GB) Moved(GB) W-Amp Rd(MB/s) Wr(MB/s) Comp(sec) CompMergeCPU(sec) Comp(cnt) Avg(sec) KeyIn KeyDrop Rblob(GB) Wblob(GB)
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 Low      0/0    0.00 KB   0.0    621.1   200.5    420.6     586.2    165.6       0.0   0.0     50.4     47.5  12625.34           2685.92      2397    5.267   5121M    92M       0.0       0.0
High      0/0    0.00 KB   0.0      0.0     0.0      0.0      80.5     80.5       0.0   0.0      0.0    126.7    650.68            218.87      1589    0.409       0      0       0.0       0.0

Blob file count: 0, total size: 0.0 GB, garbage size: 0.0 GB, space amp: 0.0

Uptime(secs): 15407.5 total, 397.9 interval
Flush(GB): cumulative 80.510, interval 0.029
AddFile(GB): cumulative 0.000, interval 0.000
AddFile(Total Files): cumulative 0, interval 0
AddFile(L0 Files): cumulative 0, interval 0
AddFile(Keys): cumulative 0, interval 0
Cumulative compaction: 666.76 GB write, 44.31 MB/s write, 621.09 GB read, 41.28 MB/s read, 13276.0 seconds
Interval compaction: 0.03 GB write, 0.07 MB/s write, 0.00 GB read, 0.00 MB/s read, 0.1 seconds
Stalls(count): 0 level0_slowdown, 0 level0_slowdown_with_compaction, 0 level0_numfiles, 0 level0_numfiles_with_compaction, 0 stop for pending_compaction_bytes, 0 slowdown for pending_compaction_bytes, 0 memtable_compaction, 0 memtable_slowdown, interval 0 total count
Block cache LRUCache@0x60a5b58edae0#132968 capacity: 512.00 MB collections: 26 last_copies: 1 last_secs: 0.011219 secs_since: 397
Block cache entry stats(count,size,portion): DataBlock(36884,143.68 MB,28.0619%) IndexBlock(656,349.28 MB,68.2197%) Misc(1,0.00 KB,0%)

** File Read Latency Histogram By Level [default] **
** Level 0 read latency histogram (micros):
Count: 1033050170 Average: 26.7191  StdDev: 906.49
Min: 0  Median: 2.2896  Max: 411273
Percentiles: P50: 2.29 P75: 3.15 P99: 12.63 P99.9: 5522.05 P99.99: 411273.00
------------------------------------------------------
[       0,       1 ] 23770398   2.301%   2.301% 
(       1,       2 ] 399011919  38.625%  40.926% ########
(       2,       3 ] 323682904  31.333%  72.258% ######
(       3,       4 ] 190359300  18.427%  90.685% ####
(       4,       6 ] 79081936   7.655%  98.340% ##
(       6,      10 ]  6099484   0.590%  98.931% 
(      10,      15 ]  1359218   0.132%  99.062% 
(      15,      22 ]   782530   0.076%  99.138% 
(      22,      34 ]   732562   0.071%  99.209% 
(      34,      51 ]   358231   0.035%  99.244% 
(      51,      76 ]   212954   0.021%  99.264% 
(      76,     110 ]   493097   0.048%  99.312% 
(     110,     170 ]   968726   0.094%  99.406% 
(     170,     250 ]   789581   0.076%  99.482% 
(     250,     380 ]   675281   0.065%  99.548% 
(     380,     580 ]   600913   0.058%  99.606% 
(     580,     870 ]   572610   0.055%  99.661% 
(     870,    1300 ]   602750   0.058%  99.720% 
(    1300,    1900 ]   591101   0.057%  99.777% 
(    1900,    2900 ]   615363   0.060%  99.836% 
(    2900,    4400 ]   491161   0.048%  99.884% 
(    4400,    6600 ]   323712   0.031%  99.915% 
(    6600,    9900 ]   187262   0.018%  99.933% 
(    9900,   14000 ]    93819   0.009%  99.943% 
(   14000,   22000 ]    94634   0.009%  99.952% 
(   22000,   33000 ]    89877   0.009%  99.960% 
(   33000,   50000 ]    90679   0.009%  99.969% 
(   50000,   75000 ]    58130   0.006%  99.975% 
(   75000,  110000 ]    23269   0.002%  99.977% 
(  110000,  170000 ]     6617   0.001%  99.978% 
(  170000,  250000 ]      722   0.000%  99.978% 
(  250000,  380000 ]      254   0.000%  99.978% 
(  380000,  570000 ]        6   0.000%  99.978% 

** Level 1 read latency histogram (micros):
Count: 217527714 Average: 191.8529  StdDev: 1098.11
Min: 0  Median: 2.4924  Max: 524447
Percentiles: P50: 2.49 P75: 3.78 P99: 4416.87 P99.9: 9620.93 P99.99: 12807.82
------------------------------------------------------
[       0,       1 ] 18513186   8.511%   8.511% ##
(       1,       2 ] 60202715  27.676%  36.187% ######
(       2,       3 ] 61023523  28.053%  64.240% ######
(       3,       4 ] 29967488  13.776%  78.016% ###
(       4,       6 ] 19952165   9.172%  87.188% ##
(       6,      10 ]  1679691   0.772%  87.961% 
(      10,      15 ]   583023   0.268%  88.229% 
(      15,      22 ]   490556   0.226%  88.454% 
(      22,      34 ]   686248   0.315%  88.770% 
(      34,      51 ]   349027   0.160%  88.930% 
(      51,      76 ]   133320   0.061%  88.991% 
(      76,     110 ]  1223069   0.562%  89.554% 
(     110,     170 ]  2894874   1.331%  90.884% 
(     170,     250 ]  2570081   1.181%  92.066% 
(     250,     380 ]  2215945   1.019%  93.085% 
(     380,     580 ]  1964454   0.903%  93.988% 
(     580,     870 ]  1918884   0.882%  94.870% 
(     870,    1300 ]  2133178   0.981%  95.851% 
(    1300,    1900 ]  2225969   1.023%  96.874% 
(    1900,    2900 ]  2497572   1.148%  98.022% 
(    2900,    4400 ]  2116975   0.973%  98.995% 
(    4400,    6600 ]  1368232   0.629%  99.624% 
(    6600,    9900 ]   655440   0.301%  99.925% 
(    9900,   14000 ]   197887   0.091% 100.016% 
(   14000,   22000 ]    73007   0.034% 100.050% 
(   22000,   33000 ]    22732   0.010% 100.060% 
(   33000,   50000 ]    18985   0.009% 100.069% 
(   50000,   75000 ]     7448   0.003% 100.073% 
(   75000,  110000 ]      946   0.000% 100.073% 
(  110000,  170000 ]      241   0.000% 100.073% 
(  170000,  250000 ]       71   0.000% 100.073% 
(  250000,  380000 ]       16   0.000% 100.073% 
(  380000,  570000 ]       10   0.000% 100.073% 

** Level 2 read latency histogram (micros):
Count: 226867207 Average: 402.4394  StdDev: 1688.86
Min: 0  Median: 2.8839  Max: 576675
Percentiles: P50: 2.88 P75: 32.29 P99: 6461.05 P99.9: 12065.53 P99.99: 13830.03
------------------------------------------------------
[       0,       1 ] 25082128  11.056%  11.056% ##
(       1,       2 ] 42897013  18.908%  29.964% ####
(       2,       3 ] 51424586  22.667%  52.632% #####
(       3,       4 ] 26851291  11.836%  64.467% ##
(       4,       6 ] 19849203   8.749%  73.216% ##
(       6,      10 ]  2051625   0.904%  74.121% 
(      10,      15 ]   618257   0.273%  74.393% 
(      15,      22 ]   646123   0.285%  74.678% 
(      22,      34 ]   851147   0.375%  75.053% 
(      34,      51 ]   558403   0.246%  75.299% 
(      51,      76 ]   217565   0.096%  75.395% 
(      76,     110 ]  3214195   1.417%  76.812% 
(     110,     170 ]  7644376   3.370%  80.182% #
(     170,     250 ]  6360200   2.803%  82.985% #
(     250,     380 ]  5252112   2.315%  85.300% 
(     380,     580 ]  4689211   2.067%  87.367% 
(     580,     870 ]  4428918   1.952%  89.319% 
(     870,    1300 ]  4663200   2.055%  91.375% 
(    1300,    1900 ]  4648257   2.049%  93.424% 
(    1900,    2900 ]  5175347   2.281%  95.705% 
(    2900,    4400 ]  4535039   1.999%  97.704% 
(    4400,    6600 ]  3138575   1.383%  99.087% 
(    6600,    9900 ]  1592982   0.702%  99.790% 
(    9900,   14000 ]   474436   0.209%  99.999% 
(   14000,   22000 ]   151633   0.067% 100.066% 
(   22000,   33000 ]    35330   0.016% 100.081% 
(   33000,   50000 ]    23908   0.011% 100.092% 
(   50000,   75000 ]    10235   0.005% 100.096% 
(   75000,  110000 ]     1849   0.001% 100.097% 
(  110000,  170000 ]      541   0.000% 100.097% 
(  170000,  250000 ]      280   0.000% 100.097% 
(  250000,  380000 ]      279   0.000% 100.097% 
(  380000,  570000 ]      496   0.000% 100.098% 
(  570000,  860000 ]        2   0.000% 100.098% 

** Level 3 read latency histogram (micros):
Count: 271192918 Average: 575.9637  StdDev: 1985.54
Min: 0  Median: 4.3651  Max: 611525
Percentiles: P50: 4.37 P75: 266.21 P99: 7794.59 P99.9: 13135.61 P99.99: 15458.62
------------------------------------------------------
[       0,       1 ] 32516204  11.990%  11.990% ##
(       1,       2 ] 26149578   9.642%  21.632% ##
(       2,       3 ] 45858397  16.910%  38.542% ###
(       3,       4 ] 26474255   9.762%  48.305% ##
(       4,       6 ] 25185135   9.287%  57.591% ##
(       6,      10 ]  3079346   1.135%  58.727% 
(      10,      15 ]   484456   0.179%  58.905% 
(      15,      22 ]   512162   0.189%  59.094% 
(      22,      34 ]   621293   0.229%  59.323% 
(      34,      51 ]   602509   0.222%  59.546% 
(      51,      76 ]   390738   0.144%  59.690% 
(      76,     110 ]  7168261   2.643%  62.333% #
(     110,     170 ] 18718782   6.902%  69.235% #
(     170,     250 ] 14335963   5.286%  74.522% #
(     250,     380 ] 10406018   3.837%  78.359% #
(     380,     580 ]  9285899   3.424%  81.783% #
(     580,     870 ]  8628064   3.182%  84.964% #
(     870,    1300 ]  8648606   3.189%  88.153% #
(    1300,    1900 ]  8018069   2.957%  91.110% #
(    1900,    2900 ]  8307311   3.063%  94.173% #
(    2900,    4400 ]  7073000   2.608%  96.781% #
(    4400,    6600 ]  5030152   1.855%  98.636% 
(    6600,    9900 ]  2725957   1.005%  99.641% 
(    9900,   14000 ]   888994   0.328%  99.969% 
(   14000,   22000 ]   310702   0.115% 100.084% 
(   22000,   33000 ]    65044   0.024% 100.108% 
(   33000,   50000 ]    36162   0.013% 100.121% 
(   50000,   75000 ]    18055   0.007% 100.128% 
(   75000,  110000 ]     3500   0.001% 100.129% 
(  110000,  170000 ]     1304   0.000% 100.129% 
(  170000,  250000 ]      519   0.000% 100.130% 
(  250000,  380000 ]      311   0.000% 100.130% 
(  380000,  570000 ]      772   0.000% 100.130% 
(  570000,  860000 ]        8   0.000% 100.130% 

** Level 4 read latency histogram (micros):
Count: 3202382 Average: 595.7078  StdDev: 1841.55
Min: 0  Median: 106.7357  Max: 539883
Percentiles: P50: 106.74 P75: 334.06 P99: 8354.42 P99.9: 17690.44 P99.99: 40288.56
------------------------------------------------------
[       0,       1 ]     1244   0.039%   0.039% 
(       1,       2 ]    47032   1.469%   1.508% 
(       2,       3 ]   452187  14.120%  15.628% ###
(       3,       4 ]   476287  14.873%  30.501% ###
(       4,       6 ]   389673  12.168%  42.669% ##
(       6,      10 ]    59912   1.871%  44.540% 
(      10,      15 ]     4156   0.130%  44.670% 
(      15,      22 ]     2451   0.077%  44.746% 
(      22,      34 ]     3326   0.104%  44.850% 
(      34,      51 ]     1705   0.053%  44.903% 
(      51,      76 ]     8555   0.267%  45.170% 
(      76,     110 ]   171089   5.343%  50.513% #
(     110,     170 ]   400067  12.493%  63.006% ##
(     170,     250 ]   283745   8.860%  71.866% ##
(     250,     380 ]   155202   4.846%  76.713% #
(     380,     580 ]   135581   4.234%  80.946% #
(     580,     870 ]   123744   3.864%  84.810% #
(     870,    1300 ]   116392   3.635%  88.445% #
(    1300,    1900 ]    98009   3.061%  91.506% #
(    1900,    2900 ]    92097   2.876%  94.381% #
(    2900,    4400 ]    74795   2.336%  96.717% 
(    4400,    6600 ]    55657   1.738%  98.455% 
(    6600,    9900 ]    32827   1.025%  99.480% 
(    9900,   14000 ]    11624   0.363%  99.843% 
(   14000,   22000 ]     3951   0.123%  99.966% 
(   22000,   33000 ]      632   0.020%  99.986% 
(   33000,   50000 ]      284   0.009%  99.995% 
(   50000,   75000 ]      183   0.006% 100.001% 
(   75000,  110000 ]       59   0.002% 100.003% 
(  110000,  170000 ]       20   0.001% 100.003% 
(  170000,  250000 ]        6   0.000% 100.003% 
(  250000,  380000 ]        7   0.000% 100.004% 
(  380000,  570000 ]        1   0.000% 100.004% 


** DB Stats **
Uptime(secs): 15407.5 total, 397.9 interval
Cumulative writes: 22M writes, 641M keys, 1879K commit groups, 11.9 writes per commit group, ingest: 84.70 GB, 5.63 MB/s
Cumulative WAL: 22M writes, 0 syncs, 22292585.00 writes per sync, written: 84.70 GB, 5.63 MB/s
Cumulative stall: 00:00:0.000 H:M:S, 0.0 percent
Interval writes: 2 writes, 9 keys, 2 commit groups, 1.0 writes per commit group, ingest: 0.00 MB, 0.00 MB/s
Interval WAL: 2 writes, 0 syncs, 2.00 writes per sync, written: 0.00 GB, 0.00 MB/s
Interval stall: 00:00:0.000 H:M:S, 0.0 percent

@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
2025-06-29  7:07:23 138527565813312 [Note] /home/minsky/mariadb-10.2/sql/mysqld: Shutdown complete

15403	30	2404	1063802915	50497240	143353	736444	782	
GetTotalBytesWritten :: 962384855040
UserByteWritten : 812067457767
FAR STAT :: WA_zc (mb) : 143353
@@~Zenfs Last Free percent freepercent 30 
SEQUENCE OVER SEQ_DIST_MAX : 5074SEQUENCE OVER SEQ_DIST_MAX : 5073SEQUENCE OVER SEQ_DIST_MAX : 5579SEQUENCE OVER SEQ_DIST_MAX : 5579SEQUENCE OVER SEQ_DIST_MAX : 6198SEQUENCE OVER SEQ_DIST_MAX : 5650SEQUENCE OVER SEQ_DIST_MAX : 5093SEQUENCE OVER SEQ_DIST_MAX : 5093SEQUENCE OVER SEQ_DIST_MAX : 5788SEQUENCE OVER SEQ_DIST_MAX : 5257SEQUENCE OVER SEQ_DIST_MAX : 5257zone size at ~ 1077
============================================================
WWP (MB) : 658047, R_wp : 21
NEW WWP(MB) : 658047
Runtime zone reset R_wp 21
ZONE FINISH VALID(MB) 0
ZONE FINISH WWP(MB) : 0
ZC IO Blocking time : 0
============================================================
[1] :: 534 ~ 535, 72 ms, 0 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[2] :: 544 ~ 544, 66 ms, 7 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[3] :: 552 ~ 553, 41 ms, 0 (MB), Reclaimed Zone : 1, ZLV: 0.490741
[4] :: 571 ~ 571, 109 ms, 8 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[5] :: 571 ~ 571, 61 ms, 9 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[6] :: 594 ~ 594, 61 ms, 0 (MB), Reclaimed Zone : 1, ZLV: 0.481481
[7] :: 602 ~ 602, 84 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[8] :: 613 ~ 613, 85 ms, 8 (MB), Reclaimed Zone : 1, ZLV: 0.425926
[9] :: 617 ~ 617, 135 ms, 13 (MB), Reclaimed Zone : 1, ZLV: 0.466667
[10] :: 648 ~ 649, 133 ms, 8 (MB), Reclaimed Zone : 1, ZLV: 0.320755
[11] :: 651 ~ 651, 194 ms, 30 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[12] :: 651 ~ 651, 163 ms, 38 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[13] :: 652 ~ 653, 255 ms, 40 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[14] :: 653 ~ 653, 103 ms, 15 (MB), Reclaimed Zone : 1, ZLV: 0.364583
[15] :: 669 ~ 670, 316 ms, 50 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[16] :: 670 ~ 670, 419 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[17] :: 673 ~ 674, 358 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[18] :: 675 ~ 676, 319 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[19] :: 678 ~ 678, 327 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[20] :: 681 ~ 681, 387 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[21] :: 686 ~ 686, 130 ms, 0 (MB), Reclaimed Zone : 1, ZLV: 0.490566
[22] :: 699 ~ 699, 86 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 0.327273
[23] :: 700 ~ 700, 147 ms, 17 (MB), Reclaimed Zone : 1, ZLV: 0.314815
[24] :: 700 ~ 700, 309 ms, 65 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[25] :: 706 ~ 706, 375 ms, 65 (MB), Reclaimed Zone : 1, ZLV: 0.991022
[26] :: 706 ~ 706, 277 ms, 66 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[27] :: 719 ~ 719, 92 ms, 0 (MB), Reclaimed Zone : 1, ZLV: 0.553322
[28] :: 719 ~ 719, 69 ms, 2 (MB), Reclaimed Zone : 1, ZLV: 0.515586
[29] :: 732 ~ 732, 380 ms, 65 (MB), Reclaimed Zone : 1, ZLV: 0.984261
[30] :: 759 ~ 759, 55 ms, 0 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[31] :: 759 ~ 760, 511 ms, 79 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[32] :: 764 ~ 764, 410 ms, 80 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[33] :: 767 ~ 768, 445 ms, 81 (MB), Reclaimed Zone : 1, ZLV: 0.977066
[34] :: 768 ~ 768, 350 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.277778
[35] :: 773 ~ 773, 414 ms, 88 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[36] :: 774 ~ 774, 613 ms, 80 (MB), Reclaimed Zone : 1, ZLV: 0.870544
[37] :: 792 ~ 792, 129 ms, 3 (MB), Reclaimed Zone : 1, ZLV: 0.461538
[38] :: 797 ~ 797, 88 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[39] :: 802 ~ 803, 454 ms, 72 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[40] :: 808 ~ 809, 474 ms, 98 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[41] :: 809 ~ 809, 491 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[42] :: 811 ~ 812, 552 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[43] :: 837 ~ 837, 102 ms, 3 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[44] :: 843 ~ 843, 273 ms, 41 (MB), Reclaimed Zone : 1, ZLV: 0.930571
[45] :: 846 ~ 846, 707 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[46] :: 849 ~ 850, 666 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[47] :: 850 ~ 851, 560 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[48] :: 851 ~ 851, 512 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[49] :: 853 ~ 854, 691 ms, 135 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[50] :: 860 ~ 860, 136 ms, 20 (MB), Reclaimed Zone : 1, ZLV: 0.508607
[51] :: 872 ~ 872, 66 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 0.464286
[52] :: 876 ~ 877, 580 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[53] :: 877 ~ 878, 889 ms, 136 (MB), Reclaimed Zone : 1, ZLV: 0.947740
[54] :: 886 ~ 886, 86 ms, 1 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[55] :: 893 ~ 893, 442 ms, 64 (MB), Reclaimed Zone : 1, ZLV: 0.138889
[56] :: 896 ~ 897, 117 ms, 6 (MB), Reclaimed Zone : 1, ZLV: 0.490909
[57] :: 899 ~ 899, 254 ms, 35 (MB), Reclaimed Zone : 1, ZLV: 0.120675
[58] :: 899 ~ 900, 550 ms, 129 (MB), Reclaimed Zone : 1, ZLV: 0.271519
[59] :: 900 ~ 900, 237 ms, 59 (MB), Reclaimed Zone : 1, ZLV: 0.099678
[60] :: 905 ~ 906, 993 ms, 153 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[61] :: 906 ~ 907, 466 ms, 112 (MB), Reclaimed Zone : 1, ZLV: 0.766601
[62] :: 908 ~ 909, 752 ms, 173 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[63] :: 920 ~ 921, 1042 ms, 177 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[64] :: 921 ~ 922, 853 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[65] :: 922 ~ 922, 714 ms, 193 (MB), Reclaimed Zone : 1, ZLV: 1.000000
[66] :: 940 ~ 940, 66 ms, 0 (MB), Reclaimed Zone : 1, ZLV: 1.000000
